t(s),r(m),v (m/s),FPA (rad),Longitude (rad),Latitude (rad),Heading angle (rad),Heat transfer (W/m2),Heat load (J/m2)
0,3514500,6051.6429987878,-0.168413800841941,0.0101194190030631,0.601964059012844,-0.318348055563766,3551.62564355232,0
2.73518813905614,3511752.45685146,6053.21481726077,-0.165004313849478,0.0154686799967835,0.600502367623292,-0.321576254855929,4359.0805593962,10738.6316233126
5.47037627811227,3509060.50678727,6054.75164216111,-0.161590234088761,0.0208150159260264,0.599024229611779,-0.324795917895731,5378.40863728561,24580.9334834233
8.20556441716841,3506424.49083186,6056.25455582322,-0.158171570190887,0.0261585187835612,0.597529690286157,-0.328007113629244,6587.00081059954,41097.5377322551
10.9407525562245,3503842.23906625,6057.72471574354,-0.154748308732393,0.0314991671057463,0.596018408442959,-0.3312098646449,8066.37470512747,61590.5029325849
13.6759406952807,3501316.91416189,6059.15044326534,-0.151320422897386,0.0368362669674989,0.594490952238986,-0.334403544516096,9778.01936629898,86030.6041242023
16.4111288343368,3498846.00352542,6060.53789019811,-0.147887959542246,0.0421699103950716,0.592946955377322,-0.337588274056916,11802.9449104448,116064.05991891
19.1463169733929,3496431.34145727,6061.87087467874,-0.144450707698852,0.0474996104184829,0.591386740156432,-0.340763630294257,14120.160585039,151785.906938687
21.8815051124491,3494070.54160176,6063.15626371226,-0.141008926774644,0.0528253375032921,0.589810950072209,-0.343929825676463,16742.2909759504,193983.965755356
24.6166932515052,3491766.44253497,6064.37365924186,-0.137561968404912,0.0581466156456078,0.588218462106985,-0.347086106916892,19721.088266603,244432.470562125
27.3518813905614,3489528.42847607,6065.47130914903,-0.134108514627158,0.0634621839624565,0.58660818706218,-0.350230775347756,23013.58805866,303613.906376184
30.0870695296175,3487337.79257767,6066.52531990567,-0.130650256386011,0.0687736187881198,0.584983279274045,-0.353366661467187,26646.1419192237,373059.374615181
32.8222576686736,3485200.10652346,6067.46377659194,-0.127186348231426,0.074080058182967,0.583343497786557,-0.356492768940319,30594.6580429757,452397.288015853
35.5574458077298,3483124.51089063,6068.1985047617,-0.12371558995644,0.0793802870400021,0.581688038778494,-0.359607526214423,34827.9417454744,541113.683495489
38.2926339467859,3481105.15726549,6068.86207139479,-0.120239060888323,0.0846748301423761,0.580016176241095,-0.362711402177361,39398.1528984316,643197.0109905
41.027822085842,3479140.18192503,6069.42901108907,-0.116755895164044,0.0899634893607043,0.578328394618451,-0.365804470568391,44349.2909495819,759829.560025301
43.7630102248982,3477235.313232,6069.73005262181,-0.113263640994529,0.095245101432008,0.576625535456802,-0.368885819057752,49687.6439334279,889394.810533225
46.4981983639543,3475390.57875228,6069.66614614249,-0.109762010274523,0.100519366974077,0.574907727489306,-0.371955221334303,55441.3818884386,1032896.70781472
49.2333865030104,3473598.53573651,6069.35511811054,-0.106252523794081,0.105786991209504,0.573174175163202,-0.375013307345977,61685.5583665734,1195202.46822911
51.9685746420666,3471865.32883994,6068.86334976513,-0.102730592440426,0.111046502065272,0.571425790943097,-0.37805903232627,68459.9789551395,1375332.3164479
54.7037627811227,3470197.0080717,6068.18813524744,-0.0991918588756581,0.116296446684001,0.569663264596097,-0.381091298362125,75827.6318424282,1572902.12169004
57.4389509201788,3468588.70201149,6066.70951156162,-0.0956380854493203,0.121537135029989,0.567884695065196,-0.384109947271712,84032.5503206535,1795726.59331106
60.174139059235,3467034.79406827,6064.51165925803,-0.0920687219399627,0.126768985097166,0.566092079996621,-0.387116105764259,92914.6824226067,2041722.99706508
62.9093271982911,3465531.3495511,6061.91837071523,-0.0884817468563252,0.131992141032437,0.564288605464113,-0.390110992300411,102205.429050913,2305520.43130476
65.6445153373472,3464093.24219632,6058.51168694406,-0.0848698871746842,0.137203330392494,0.562470345281001,-0.393090540534889,112079.602178544,2597198.2957919
68.3797034764034,3462721.55508104,6054.10733635799,-0.0812294693091129,0.142401432233859,0.560637500058316,-0.396054043030528,122513.049805304,2919118.78101406
71.1148916154595,3461408.4774039,6048.67697644861,-0.0775603726863924,0.147587014944125,0.558792392725658,-0.399002923093145,133349.824168389,3269280.07503618
73.8500797545156,3460157.57480517,6042.07602431046,-0.0738580160080105,0.152758428475097,0.556935006728354,-0.401935942158176,144478.678206179,3649387.40322558
76.5852678935718,3458970.06686926,6034.20111891453,-0.0701195947292527,0.157914336747756,0.555065938364486,-0.404852379862811,155653.882709211,4059544.75710984
79.3204560326279,3457845.28487718,6024.87733629417,-0.0663429780113557,0.163053782662774,0.553185603188849,-0.407751755667746,166766.356062152,4500659.8535983
82.0556441716841,3456784.80474559,6014.02712584899,-0.0625253781937767,0.168175191474297,0.551294733658042,-0.41063322796493,177802.019375066,4971940.65883635
84.7908323107402,3455790.17587543,6001.56577421032,-0.0586648327339011,0.173276888688513,0.549394108922928,-0.413495928137483,188597.869705719,5472663.05767352
87.5260204497963,3454860.40752913,5987.3462654039,-0.0547602019397038,0.178357736597708,0.547484267308941,-0.416339310419651,199016.907589302,6002769.72634043
90.2612085888525,3453997.0737465,5971.34924143623,-0.0508108735522869,0.183415920599837,0.54556609005642,-0.419162446146076,208754.865026071,6560348.10249229
