t(s),r(m),v (m/s),FPA (rad),Longitude (rad),Latitude (rad),Heading angle (rad),Heat transfer (W/m2),Heat load (J/m2)
0,3514500,6051.6429987878,-0.168413800841941,0.0101194190030631,0.601964059012844,-0.318348055563766,1753.41473819557,0
3.27897621256639,3511212.86777762,6053.42038929939,-0.164322486491609,0.0165317427111317,0.600209825174245,-0.322216996965304,2244.68371394908,6553.84816897866
6.55795242513278,3508006.37271079,6055.02292968911,-0.160221021968186,0.022939644280362,0.598432092407683,-0.326073538841074,2877.07116095347,15169.2797684248
9.83692863769917,3504878.56110538,6056.5418761688,-0.156110773895709,0.0293434593707918,0.596630518646234,-0.329917960552276,3671.25081241688,26082.4483835785
13.1159048502656,3501831.25105622,6057.72074244136,-0.151987229583577,0.0357420994933445,0.594805507142792,-0.333749440883222,4640.55532648869,39799.8104266521
16.394881062832,3498863.87043394,6058.58925953988,-0.147849321185807,0.0421351770873531,0.592957062408348,-0.337567683447724,5813.76668848517,57170.8663092791
19.6738572753983,3495978.55453015,6058.95255649195,-0.143689389642207,0.0485213559098907,0.591085667864851,-0.341371783172969,7191.43213915726,78574.5323018252
22.9528334879647,3493175.72568284,6058.41334943104,-0.139504278918092,0.0548999916303144,0.589191027924496,-0.34516116982471,8802.54956601905,105147.721631777
26.2318097005311,3490453.69334,6057.26890993149,-0.135284659043595,0.0612697610480974,0.587274960475262,-0.348935511832336,10618.3794575092,136920.679760115
29.5107859130975,3487816.71221197,6054.47921743011,-0.131022889551567,0.0676293153062914,0.585336301894706,-0.352693393417566,12654.5518683213,175292.353350976
32.7897621256639,3485267.47470364,6050.08420150148,-0.126702489218985,0.0739759789691321,0.583376471311756,-0.35643335688984,14887.6335166007,220449.201047318
36.0687383382303,3482804.33741299,6043.28227900976,-0.122315159951783,0.0803084625414485,0.581396071861246,-0.360154821581597,17319.7196858999,273447.252931068
39.3477145507967,3480432.22786657,6033.72087707731,-0.117840122482041,0.0866229995680605,0.579396370221868,-0.363855543403558,19926.8320181395,334561.893680403
42.6266907633631,3478154.92841887,6020.66346946238,-0.113256781214457,0.0929154146974706,0.577378694234526,-0.367533169523617,22689.0624939062,404433.886620451
45.9056669759295,3475974.85465947,6002.94704720084,-0.10854519571739,0.0991822744707867,0.575343793241624,-0.37118565101545,25587.0140279536,484053.829888118
49.1846431884959,3473890.05193962,5980.42001233756,-0.103687347438498,0.105419769016354,0.573295429158906,-0.374811862081446,28640.4446114071,572582.098828058
52.4636194010623,3471913.99191788,5951.30994649122,-0.0986387082440643,0.111619153387808,0.571234270614879,-0.378406031282738,31790.549954504,671653.937691959
55.7425956136287,3470048.47888605,5914.60915797308,-0.0933697218433585,0.117774128502834,0.569163703186093,-0.381965255856161,34995.6758257091,781136.211998537
59.021571826195,3468299.81385329,5868.87100664601,-0.0878361135385354,0.123875903100584,0.567087168589058,-0.385484947805784,38239.9022208287,901209.081028488
62.3005480387614,3466674.54064001,5812.66320981241,-0.0819955974798403,0.12991446143024,0.565008664621351,-0.388959946098862,41291.5573855664,1031657.48625857
65.5795242513278,3465180.09147554,5745.03789290437,-0.0758177959874021,0.135878316644249,0.562932864885942,-0.392384383688821,43934.9497798795,1171448.07456795
68.8585004638942,3463822.97417144,5665.40105717218,-0.0692847765541884,0.141755650046827,0.56086471557344,-0.395752309349956,46072.7727542003,1319100.94235089
72.1374766764606,3462610.08937246,5573.61240299229,-0.0623884289059904,0.147533709828932,0.558809664039857,-0.399057362166903,47551.7514973503,1472695.99296047
75.416452889027,3461545.59747636,5470.32212947459,-0.0551478519379127,0.153201004146673,0.556772938502521,-0.402293972044946,48250.7325619428,1629906.70590782
78.6954291015934,3460633.05184826,5356.94751744373,-0.0476059448187275,0.158746207321125,0.554759758509251,-0.405456687107682,48151.0573914423,1788120.48276558
81.9744053141598,3459873.57917013,5235.58032358193,-0.0398299234723782,0.16416025365047,0.552774732012493,-0.408541352154778,47288.3973978372,1944713.97453563
85.2533815267262,3459265.14104103,5108.70998512386,-0.0319041759999647,0.169436467905944,0.550821636105518,-0.411545089854432,45738.5341884637,2097338.48039943
88.5323577392926,3458802.99291442,4979.17076999103,-0.023929714549246,0.174571103189057,0.548903253381945,-0.414466596010723,43645.854317218,2243970.90725819
91.811333951859,3458480.84266568,4849.6539876117,-0.0160078803843295,0.179563007194009,0.547021378576433,-0.417305910210434,41187.2874969115,2383108.30874458
95.0903101644254,3458290.65562777,4722.56169665878,-0.00823511617170949,0.184413914649689,0.545176709198033,-0.420064563559763,38511.2627812144,2513800.02735764
98.3692863769918,3458222.76150646,4599.88226510632,-0.000697177444675421,0.189127442768803,0.543369122140045,-0.422745004019617,35746.3771280822,2635546.00812855
101.648262589558,3458265.65560918,4483.16448111192,0.00653335206619012,0.193709517565529,0.541597583858295,-0.42535085686134,32999.8175574704,2748244.61894794
104.927238802125,3458411.16028144,4373.48834544709,0.0134000566413474,0.198167058023119,0.539860531110727,-0.427886182499155,30347.5215445794,2852078.20298181
108.206215014691,3458647.3235958,4271.47942102579,0.0198644263807165,0.202507953012458,0.538155933373382,-0.430355489012085,27839.4301363744,2947454.62946689
111.485191227257,3458964.62188689,4177.43511997289,0.0259016757872158,0.206740508143142,0.536481463148432,-0.432763432301222,25505.6219699928,3034886.98694053
114.764167439824,3459353.94374946,4091.35680268154,0.0315012793027147,0.210873045294626,0.534834674506257,-0.435114617992684,23358.4854291948,3114964.71146531
118.04314365239,3459807.1337916,4013.0084788417,0.0366653740824062,0.214914080562446,0.533212975705284,-0.437413714145761,21390.5790514748,3188318.76113151
121.322119864956,3460316.19085196,3942.12415300151,0.041398612636497,0.218871501751774,0.531613857926729,-0.439664989547191,19601.1113096859,3255500.46733413
124.601096077523,3460874.83761468,3878.22870225116,0.0457186186077268,0.222752739271286,0.530034938046228,-0.441872449208612,17982.3721390458,3317095.6756628
127.880072290089,3461476.80638375,3820.7929037995,0.0496475648794102,0.226565033505368,0.528473839413979,-0.444039970369555,16520.1669545497,3373649.76198779
131.159048502656,3462116.65854824,3769.30775013704,0.0532082880922764,0.230314865863139,0.526928381405036,-0.446170992249719,15200.353935644,3425639.60857707
134.438024715222,3462789.96829493,3723.24738277514,0.0564263725603896,0.234007937655532,0.525396626424465,-0.448268525415054,14008.6970937731,3473502.23488765
137.717000927788,3463492.39523273,3682.0491035621,0.0593314906423379,0.237650100714619,0.523876627386351,-0.45033568714362,12930.3819955498,3517675.96276253
140.995977140355,3464220.62040812,3645.28442162907,0.0619463030141974,0.24124572494899,0.522366815877139,-0.452374733477236,11954.3053174459,3558470.27093003
144.274953352921,3464971.39845867,3612.47186526608,0.0642979031445151,0.244799348272512,0.520865628955688,-0.454388046991259,11074.5277481362,3596221.36945523
147.553929565488,3465742.00878205,3583.16253446074,0.0664122768537589,0.248314859409318,0.519371706032464,-0.456377654139439,10278.7414460569,3631227.31892364
150.832905778054,3466530.10572288,3556.98012095145,0.0683119321236698,0.251795676673916,0.517883838983046,-0.458345326710848,9552.53014311336,3663737.41812182
154.11188199062,3467333.61486805,3533.59289781045,0.070017303630724,0.255244889119224,0.516400936006968,-0.460292664043078,8888.73429761647,3693968.99911442
157.390858203187,3468150.68014025,3512.68857395683,0.0715481329240651,0.258665347368196,0.514922011797628,-0.462221154504189,8280.33907725029,3722123.55937504
160.669834415753,3468979.98365138,3494.03862602691,0.0729188814576884,0.262058934694475,0.513446270481566,-0.464131687172991,7724.27624257883,3748352.41421997
163.94881062832,3469819.62145211,3477.31533547343,0.0741511232849914,0.265428829353021,0.511972773853637,-0.466026016833826,7215.59811163847,3772867.34874108
167.227786840886,3470668.84292399,3462.32296555196,0.075257612766881,0.26877610764774,0.510500998214396,-0.467904604895171,6753.26305370617,3795779.67316481
170.506763053452,3471526.53057944,3448.83630326974,0.0762534871695137,0.272102586613393,0.509030337736776,-0.469768410045062,6335.02262311094,3817246.15315295
173.785739266019,3472391.56915903,3436.67403420488,0.0771508546192181,0.275410029888616,0.507560191762953,-0.471618344048208,5949.06581727423,3837399.40403588
177.064715478585,3473263.31244992,3425.71580359633,0.0779579318573625,0.278699320999301,0.506090109099702,-0.473454759896291,5591.02580650155,3856311.21918001
180.343691691152,3474140.95142825,3415.78870527441,0.0786872596945368,0.281972055800384,0.504619751621156,-0.475278624853708,5257.13078931481,3874112.72457662
183.622667903718,3475023.94545697,3406.81127410482,0.0793445395101311,0.285228924584376,0.503148725470653,-0.477090185323344,4946.5689844097,3890850.40399316
186.901644116284,3475911.59673459,3398.67729455744,0.0799372078022885,0.288471090142477,0.501676658378302,-0.478890042435753,4658.27523715534,3906603.63879676
190.180620328851,3476803.54363724,3391.28876140517,0.0804726040779052,0.291699186955023,0.500203340158487,-0.48067853281256,4390.11736168673,3921445.20541183
193.459596541417,3477699.20588308,3384.55298197358,0.0809574909472684,0.294914320937572,0.498728532342413,-0.482456312595734,4139.42981779444,3935455.24757467
196.738572753984,3478598.40955604,3378.46360848046,0.0813917982528684,0.298116022312356,0.497251761535872,-0.484222676408379,3905.0674497397,3948606.10667796
200.01754896655,3479500.55726057,3372.86061246443,0.0817883597370655,0.301306428869783,0.495773251580905,-0.485979407013855,3683.32680087103,3961079.66681909
203.296525179116,3480405.25752255,3367.75475556158,0.0821455114344345,0.304485568751594,0.494292512572919,-0.487726119604332,3472.58479298734,3972824.56019293
206.575501391683,3481312.58911764,3363.08748034297,0.0824685724347809,0.307653324889919,0.492809537128419,-0.489462776115119,3271.59060415422,3983897.39604351
209.854477604249,3482221.98298662,3358.82065777806,0.0827597179700251,0.31081069180506,0.4913240802042,-0.491189876561599,3082.28466162479,3994322.86148631
213.133453816815,3483133.38154778,3354.90812538004,0.0830231155958018,0.313957812489529,0.489836099770073,-0.492907537851639,2904.80471257182,4004152.85349036
216.412430029382,3484046.46815141,3351.3175587926,0.0832607936681955,0.317095201793543,0.488345440030378,-0.494615982609873,2736.46553902443,4013407.18408591
219.691406241948,3484961.07735844,3348.01264561675,0.0834758282166486,0.320223242767189,0.486852053888403,-0.49631547768207,2575.63064546614,4022131.48753241
